date,repository,views,unique views,clones,unique clones
2025-07-02,nasa/ECOSTRESS-Data-Resources,34,16,0,0
2025-07-03,nasa/ECOSTRESS-Data-Resources,33,11,2,2
2025-06-27,nasa/EMIT-Data-Resources,33,12,2,2
2025-06-28,nasa/EMIT-Data-Resources,20,10,1,1
2025-06-29,nasa/EMIT-Data-Resources,25,8,7,4
2025-06-30,nasa/EMIT-Data-Resources,90,20,4,3
2025-07-01,nasa/EMIT-Data-Resources,48,15,3,3
2025-07-02,nasa/EMIT-Data-Resources,75,27,3,2
2025-07-03,nasa/EMIT-Data-Resources,64,17,2,2
2025-07-04,nasa/EMIT-Data-Resources,1,1,0,0
2025-06-28,nasa/GEDI-Data-Resources,5,2,0,0
2025-06-29,nasa/GEDI-Data-Resources,21,7,7,4
2025-06-30,nasa/GEDI-Data-Resources,47,15,3,3
2025-07-01,nasa/GEDI-Data-Resources,38,13,3,3
2025-07-02,nasa/GEDI-Data-Resources,50,11,0,0
2025-07-03,nasa/GEDI-Data-Resources,39,11,2,2
2025-06-27,nasa/HLS-Data-Resources,32,15,3,3
2025-06-28,nasa/HLS-Data-Resources,2,2,0,0
2025-06-29,nasa/HLS-Data-Resources,2,2,5,2
2025-06-30,nasa/HLS-Data-Resources,14,7,4,3
2025-07-01,nasa/HLS-Data-Resources,89,14,3,3
2025-07-02,nasa/HLS-Data-Resources,67,22,3,1
2025-07-03,nasa/HLS-Data-Resources,36,14,5,5
2025-06-28,nasa/LPDAAC-Data-Resources,10,4,2,2
2025-06-29,nasa/LPDAAC-Data-Resources,2,2,5,2
2025-06-30,nasa/LPDAAC-Data-Resources,22,10,7,6
2025-07-01,nasa/LPDAAC-Data-Resources,10,8,2,2
2025-07-02,nasa/LPDAAC-Data-Resources,45,12,0,0
2025-07-03,nasa/LPDAAC-Data-Resources,24,11,5,4
2025-06-27,nasa/VITALS,28,6,3,3
2025-06-28,nasa/VITALS,9,5,0,0
2025-06-29,nasa/VITALS,1,1,5,2
2025-06-30,nasa/VITALS,118,16,15,7
2025-07-01,nasa/VITALS,22,7,5,5
2025-07-02,nasa/VITALS,11,6,0,0
2025-07-03,nasa/VITALS,25,7,3,3
2025-07-04,nasa/AppEEARS-Data-Resources,15,9,6,3
2025-07-05,nasa/AppEEARS-Data-Resources,9,5,2,1
2025-07-06,nasa/AppEEARS-Data-Resources,8,4,5,3
2025-07-07,nasa/AppEEARS-Data-Resources,20,7,4,3
2025-07-08,nasa/AppEEARS-Data-Resources,7,4,1,1
2025-07-09,nasa/AppEEARS-Data-Resources,38,12,5,3
2025-07-10,nasa/AppEEARS-Data-Resources,27,11,15,6
2025-07-04,nasa/ECOSTRESS-Data-Resources,13,6,2,2
2025-07-05,nasa/ECOSTRESS-Data-Resources,9,2,13,5
2025-07-06,nasa/ECOSTRESS-Data-Resources,3,3,4,2
2025-07-07,nasa/ECOSTRESS-Data-Resources,13,8,2,1
2025-07-08,nasa/ECOSTRESS-Data-Resources,5,3,1,1
2025-07-09,nasa/ECOSTRESS-Data-Resources,21,6,5,3
2025-07-10,nasa/ECOSTRESS-Data-Resources,15,9,4,3
2025-07-05,nasa/EMIT-Data-Resources,16,6,3,2
2025-07-06,nasa/EMIT-Data-Resources,18,4,5,3
2025-07-07,nasa/EMIT-Data-Resources,92,27,5,4
2025-07-08,nasa/EMIT-Data-Resources,148,39,1,1
2025-07-09,nasa/EMIT-Data-Resources,131,26,10,8
2025-07-10,nasa/EMIT-Data-Resources,120,18,5,4
2025-07-11,nasa/EMIT-Data-Resources,2,2,0,0
2025-07-04,nasa/GEDI-Data-Resources,2,2,3,3
2025-07-05,nasa/GEDI-Data-Resources,13,4,3,2
2025-07-06,nasa/GEDI-Data-Resources,29,7,6,4
2025-07-07,nasa/GEDI-Data-Resources,92,11,2,1
2025-07-08,nasa/GEDI-Data-Resources,46,14,1,1
2025-07-09,nasa/GEDI-Data-Resources,43,17,5,3
2025-07-10,nasa/GEDI-Data-Resources,50,10,6,5
2025-07-04,nasa/HLS-Data-Resources,25,12,3,3
2025-07-05,nasa/HLS-Data-Resources,36,6,3,2
2025-07-06,nasa/HLS-Data-Resources,9,3,5,3
2025-07-07,nasa/HLS-Data-Resources,18,6,3,2
2025-07-08,nasa/HLS-Data-Resources,59,20,2,2
2025-07-09,nasa/HLS-Data-Resources,36,13,6,4
2025-07-10,nasa/HLS-Data-Resources,46,16,15,4
2025-07-04,nasa/LPDAAC-Data-Resources,20,11,11,7
2025-07-05,nasa/LPDAAC-Data-Resources,11,5,5,4
2025-07-06,nasa/LPDAAC-Data-Resources,4,4,4,2
2025-07-07,nasa/LPDAAC-Data-Resources,42,14,2,1
2025-07-08,nasa/LPDAAC-Data-Resources,59,16,2,2
2025-07-09,nasa/LPDAAC-Data-Resources,30,11,6,4
2025-07-10,nasa/LPDAAC-Data-Resources,43,11,4,3
2025-07-04,nasa/VITALS,6,4,2,2
2025-07-05,nasa/VITALS,1,1,2,1
2025-07-06,nasa/VITALS,4,2,8,6
2025-07-07,nasa/VITALS,25,6,2,1
2025-07-08,nasa/VITALS,24,5,1,1
2025-07-09,nasa/VITALS,58,10,5,3
2025-07-10,nasa/VITALS,28,8,4,3
2025-07-11,nasa/VITALS,1,1,0,0
2025-07-11,nasa/AppEEARS-Data-Resources,9,4,2,2
2025-07-12,nasa/AppEEARS-Data-Resources,4,3,4,4
2025-07-13,nasa/AppEEARS-Data-Resources,3,2,0,0
2025-07-14,nasa/AppEEARS-Data-Resources,20,10,5,3
2025-07-15,nasa/AppEEARS-Data-Resources,11,8,6,3
2025-07-16,nasa/AppEEARS-Data-Resources,9,7,1,1
2025-07-17,nasa/AppEEARS-Data-Resources,22,14,1,1
2025-07-11,nasa/ECOSTRESS-Data-Resources,27,5,2,2
2025-07-12,nasa/ECOSTRESS-Data-Resources,12,5,5,4
2025-07-13,nasa/ECOSTRESS-Data-Resources,2,2,0,0
2025-07-14,nasa/ECOSTRESS-Data-Resources,40,9,5,3
2025-07-15,nasa/ECOSTRESS-Data-Resources,36,6,5,2
2025-07-16,nasa/ECOSTRESS-Data-Resources,20,11,1,1
2025-07-17,nasa/ECOSTRESS-Data-Resources,34,13,1,1
2025-07-12,nasa/EMIT-Data-Resources,32,7,5,5
2025-07-13,nasa/EMIT-Data-Resources,11,4,4,4
2025-07-14,nasa/EMIT-Data-Resources,79,24,6,4
2025-07-15,nasa/EMIT-Data-Resources,72,21,7,4
2025-07-16,nasa/EMIT-Data-Resources,89,19,2,2
2025-07-17,nasa/EMIT-Data-Resources,50,19,1,1
2025-07-11,nasa/GEDI-Data-Resources,22,13,2,2
2025-07-12,nasa/GEDI-Data-Resources,23,6,4,4
2025-07-13,nasa/GEDI-Data-Resources,24,5,1,1
2025-07-14,nasa/GEDI-Data-Resources,36,7,4,2
2025-07-15,nasa/GEDI-Data-Resources,9,4,5,2
2025-07-16,nasa/GEDI-Data-Resources,9,8,1,1
2025-07-17,nasa/GEDI-Data-Resources,24,11,1,1
2025-07-11,nasa/HLS-Data-Resources,33,14,2,2
2025-07-12,nasa/HLS-Data-Resources,20,8,6,6
2025-07-13,nasa/HLS-Data-Resources,15,2,0,0
2025-07-14,nasa/HLS-Data-Resources,39,13,5,3
2025-07-15,nasa/HLS-Data-Resources,25,9,5,2
2025-07-16,nasa/HLS-Data-Resources,64,15,1,1
2025-07-17,nasa/HLS-Data-Resources,10,7,1,1
2025-07-11,nasa/LPDAAC-Data-Resources,51,9,12,7
2025-07-12,nasa/LPDAAC-Data-Resources,9,4,5,5
2025-07-13,nasa/LPDAAC-Data-Resources,3,2,0,0
2025-07-14,nasa/LPDAAC-Data-Resources,74,21,5,2
2025-07-15,nasa/LPDAAC-Data-Resources,54,24,5,2
2025-07-16,nasa/LPDAAC-Data-Resources,31,14,1,1
2025-07-17,nasa/LPDAAC-Data-Resources,32,14,2,2
2025-07-12,nasa/VITALS,4,3,5,5
2025-07-13,nasa/VITALS,4,3,1,1
2025-07-14,nasa/VITALS,25,12,6,3
2025-07-15,nasa/VITALS,29,12,7,3
2025-07-16,nasa/VITALS,42,15,2,2
2025-07-17,nasa/VITALS,32,11,2,2
2025-07-18,nasa/AppEEARS-Data-Resources,22,6,2,1
2025-07-19,nasa/AppEEARS-Data-Resources,8,1,0,0
2025-07-20,nasa/AppEEARS-Data-Resources,3,2,3,3
2025-07-21,nasa/AppEEARS-Data-Resources,16,13,1,1
2025-07-22,nasa/AppEEARS-Data-Resources,37,20,1,1
2025-07-23,nasa/AppEEARS-Data-Resources,30,14,2,2
2025-07-24,nasa/AppEEARS-Data-Resources,8,7,1,1
2025-07-25,nasa/AppEEARS-Data-Resources,1,1,0,0
2025-07-18,nasa/ECOSTRESS-Data-Resources,35,7,3,2
2025-07-19,nasa/ECOSTRESS-Data-Resources,1,1,0,0
2025-07-20,nasa/ECOSTRESS-Data-Resources,14,7,3,3
2025-07-21,nasa/ECOSTRESS-Data-Resources,64,22,0,0
2025-07-22,nasa/ECOSTRESS-Data-Resources,38,19,2,2
2025-07-23,nasa/ECOSTRESS-Data-Resources,22,9,2,2
2025-07-24,nasa/ECOSTRESS-Data-Resources,14,10,1,1
2025-07-18,nasa/EMIT-Data-Resources,63,18,3,2
2025-07-19,nasa/EMIT-Data-Resources,27,12,3,3
2025-07-20,nasa/EMIT-Data-Resources,21,9,5,5
2025-07-21,nasa/EMIT-Data-Resources,194,93,7,5
2025-07-22,nasa/EMIT-Data-Resources,114,42,5,4
2025-07-23,nasa/EMIT-Data-Resources,50,28,5,5
2025-07-24,nasa/EMIT-Data-Resources,68,24,8,6
2025-07-18,nasa/GEDI-Data-Resources,27,10,2,1
2025-07-19,nasa/GEDI-Data-Resources,16,4,0,0
2025-07-20,nasa/GEDI-Data-Resources,5,3,3,3
2025-07-21,nasa/GEDI-Data-Resources,35,13,1,1
2025-07-22,nasa/GEDI-Data-Resources,21,12,1,1
2025-07-23,nasa/GEDI-Data-Resources,15,9,2,2
2025-07-24,nasa/GEDI-Data-Resources,30,13,1,1
2025-07-18,nasa/HLS-Data-Resources,18,6,2,1
2025-07-19,nasa/HLS-Data-Resources,3,2,1,1
2025-07-20,nasa/HLS-Data-Resources,9,5,3,3
2025-07-21,nasa/HLS-Data-Resources,30,14,2,2
2025-07-22,nasa/HLS-Data-Resources,38,13,2,2
2025-07-23,nasa/HLS-Data-Resources,47,15,3,3
2025-07-24,nasa/HLS-Data-Resources,48,7,1,1
2025-07-18,nasa/LPDAAC-Data-Resources,19,10,10,4
2025-07-19,nasa/LPDAAC-Data-Resources,5,4,0,0
2025-07-20,nasa/LPDAAC-Data-Resources,8,2,3,3
2025-07-21,nasa/LPDAAC-Data-Resources,88,39,1,1
2025-07-22,nasa/LPDAAC-Data-Resources,160,59,1,1
2025-07-23,nasa/LPDAAC-Data-Resources,99,15,3,2
2025-07-24,nasa/LPDAAC-Data-Resources,34,11,1,1
2025-07-18,nasa/VITALS,23,6,23,6
2025-07-19,nasa/VITALS,10,3,1,1
2025-07-20,nasa/VITALS,15,5,10,6
2025-07-21,nasa/VITALS,126,34,56,14
2025-07-22,nasa/VITALS,557,150,239,55
2025-07-23,nasa/VITALS,64,21,13,7
2025-07-24,nasa/VITALS,64,23,14,6
2025-07-26,nasa/AppEEARS-Data-Resources,14,3,3,3
2025-07-27,nasa/AppEEARS-Data-Resources,13,3,1,1
2025-07-28,nasa/AppEEARS-Data-Resources,17,7,1,1
2025-07-29,nasa/AppEEARS-Data-Resources,13,10,4,4
2025-07-30,nasa/AppEEARS-Data-Resources,18,6,2,2
2025-07-31,nasa/AppEEARS-Data-Resources,37,14,2,2
2025-08-01,nasa/AppEEARS-Data-Resources,4,2,0,0
2025-07-25,nasa/ECOSTRESS-Data-Resources,23,10,2,2
2025-07-26,nasa/ECOSTRESS-Data-Resources,7,4,2,2
2025-07-27,nasa/ECOSTRESS-Data-Resources,7,4,1,1
2025-07-28,nasa/ECOSTRESS-Data-Resources,37,12,1,1
2025-07-29,nasa/ECOSTRESS-Data-Resources,28,9,2,2
2025-07-30,nasa/ECOSTRESS-Data-Resources,23,9,0,0
2025-07-31,nasa/ECOSTRESS-Data-Resources,33,13,1,1
2025-07-25,nasa/EMIT-Data-Resources,48,23,5,5
2025-07-26,nasa/EMIT-Data-Resources,41,6,6,6
2025-07-27,nasa/EMIT-Data-Resources,42,10,4,4
2025-07-28,nasa/EMIT-Data-Resources,81,26,12,11
2025-07-29,nasa/EMIT-Data-Resources,62,28,10,8
2025-07-30,nasa/EMIT-Data-Resources,90,20,4,3
2025-07-31,nasa/EMIT-Data-Resources,42,17,4,4
2025-08-01,nasa/EMIT-Data-Resources,3,2,0,0
2025-07-25,nasa/GEDI-Data-Resources,39,9,1,1
2025-07-26,nasa/GEDI-Data-Resources,26,3,2,2
2025-07-27,nasa/GEDI-Data-Resources,42,4,1,1
2025-07-28,nasa/GEDI-Data-Resources,77,10,1,1
2025-07-29,nasa/GEDI-Data-Resources,56,13,8,7
2025-07-30,nasa/GEDI-Data-Resources,51,12,0,0
2025-07-31,nasa/GEDI-Data-Resources,70,12,2,2
2025-08-01,nasa/GEDI-Data-Resources,1,1,0,0
2025-07-25,nasa/HLS-Data-Resources,21,8,3,3
2025-07-26,nasa/HLS-Data-Resources,14,5,4,4
2025-07-27,nasa/HLS-Data-Resources,9,3,2,2
2025-07-28,nasa/HLS-Data-Resources,47,10,2,2
2025-07-29,nasa/HLS-Data-Resources,92,14,7,7
2025-07-30,nasa/HLS-Data-Resources,57,13,1,1
2025-07-31,nasa/HLS-Data-Resources,38,16,6,6
2025-07-25,nasa/LPDAAC-Data-Resources,62,16,10,6
2025-07-26,nasa/LPDAAC-Data-Resources,2,2,2,2
2025-07-27,nasa/LPDAAC-Data-Resources,24,5,1,1
2025-07-28,nasa/LPDAAC-Data-Resources,42,20,4,4
2025-07-29,nasa/LPDAAC-Data-Resources,111,25,5,5
2025-07-30,nasa/LPDAAC-Data-Resources,49,15,5,4
2025-07-31,nasa/LPDAAC-Data-Resources,96,21,0,0
2025-08-01,nasa/LPDAAC-Data-Resources,5,2,0,0
2025-07-25,nasa/VITALS,64,17,6,5
2025-07-26,nasa/VITALS,68,10,1,1
2025-07-27,nasa/VITALS,9,8,3,3
2025-07-28,nasa/VITALS,47,22,2,2
2025-07-29,nasa/VITALS,36,14,2,2
2025-07-30,nasa/VITALS,58,11,6,2
2025-07-31,nasa/VITALS,59,15,4,4
2025-08-01,nasa/VITALS,1,1,0,0
2025-08-02,nasa/AppEEARS-Data-Resources,2,1,1,1
2025-08-03,nasa/AppEEARS-Data-Resources,3,3,2,2
2025-08-04,nasa/AppEEARS-Data-Resources,10,5,0,0
2025-08-05,nasa/AppEEARS-Data-Resources,13,8,2,1
2025-08-06,nasa/AppEEARS-Data-Resources,33,5,0,0
2025-08-07,nasa/AppEEARS-Data-Resources,4,3,1,1
2025-08-08,nasa/AppEEARS-Data-Resources,1,1,0,0
2025-08-01,nasa/ECOSTRESS-Data-Resources,30,4,1,1
2025-08-02,nasa/ECOSTRESS-Data-Resources,6,4,1,1
2025-08-03,nasa/ECOSTRESS-Data-Resources,4,2,1,1
2025-08-04,nasa/ECOSTRESS-Data-Resources,9,6,0,0
2025-08-05,nasa/ECOSTRESS-Data-Resources,26,9,3,2
2025-08-06,nasa/ECOSTRESS-Data-Resources,25,12,0,0
2025-08-07,nasa/ECOSTRESS-Data-Resources,11,5,2,2
2025-08-08,nasa/ECOSTRESS-Data-Resources,8,2,0,0
2025-08-02,nasa/EMIT-Data-Resources,29,8,8,7
2025-08-03,nasa/EMIT-Data-Resources,21,7,11,11
2025-08-04,nasa/EMIT-Data-Resources,70,17,1,1
2025-08-05,nasa/EMIT-Data-Resources,58,22,3,2
2025-08-06,nasa/EMIT-Data-Resources,101,21,3,3
2025-08-07,nasa/EMIT-Data-Resources,57,16,2,2
2025-08-08,nasa/EMIT-Data-Resources,2,2,0,0
2025-08-02,nasa/GEDI-Data-Resources,60,8,2,2
2025-08-03,nasa/GEDI-Data-Resources,62,11,1,1
2025-08-04,nasa/GEDI-Data-Resources,42,10,0,0
2025-08-05,nasa/GEDI-Data-Resources,56,14,4,3
2025-08-06,nasa/GEDI-Data-Resources,42,7,1,1
2025-08-07,nasa/GEDI-Data-Resources,49,7,4,4
2025-08-08,nasa/GEDI-Data-Resources,6,3,0,0
2025-08-01,nasa/HLS-Data-Resources,33,18,4,4
2025-08-02,nasa/HLS-Data-Resources,3,1,8,8
2025-08-03,nasa/HLS-Data-Resources,14,3,7,6
2025-08-04,nasa/HLS-Data-Resources,37,13,4,4
2025-08-05,nasa/HLS-Data-Resources,24,12,4,3
2025-08-06,nasa/HLS-Data-Resources,33,15,0,0
2025-08-07,nasa/HLS-Data-Resources,20,13,2,2
2025-08-08,nasa/HLS-Data-Resources,10,3,0,0
2025-08-02,nasa/LPDAAC-Data-Resources,7,4,3,3
2025-08-03,nasa/LPDAAC-Data-Resources,22,10,3,3
2025-08-04,nasa/LPDAAC-Data-Resources,51,13,1,1
2025-08-05,nasa/LPDAAC-Data-Resources,23,11,3,2
2025-08-06,nasa/LPDAAC-Data-Resources,35,11,0,0
2025-08-07,nasa/LPDAAC-Data-Resources,22,10,2,2
2025-08-08,nasa/LPDAAC-Data-Resources,2,2,0,0
2025-08-02,nasa/VITALS,11,4,5,5
2025-08-03,nasa/VITALS,9,7,3,3
2025-08-04,nasa/VITALS,45,9,1,1
2025-08-05,nasa/VITALS,31,11,2,1
2025-08-06,nasa/VITALS,51,17,2,2
2025-08-07,nasa/VITALS,53,15,1,1
2025-08-09,nasa/AppEEARS-Data-Resources,3,2,2,2
2025-08-10,nasa/AppEEARS-Data-Resources,4,1,0,0
2025-08-11,nasa/AppEEARS-Data-Resources,70,7,1,1
2025-08-12,nasa/AppEEARS-Data-Resources,10,5,2,2
2025-08-13,nasa/AppEEARS-Data-Resources,22,7,2,2
2025-08-14,nasa/AppEEARS-Data-Resources,14,9,1,1
2025-08-09,nasa/ECOSTRESS-Data-Resources,4,2,1,1
2025-08-10,nasa/ECOSTRESS-Data-Resources,4,3,0,0
2025-08-11,nasa/ECOSTRESS-Data-Resources,33,7,0,0
2025-08-12,nasa/ECOSTRESS-Data-Resources,34,13,3,3
2025-08-13,nasa/ECOSTRESS-Data-Resources,47,12,12,7
2025-08-14,nasa/ECOSTRESS-Data-Resources,20,7,0,0
2025-08-15,nasa/ECOSTRESS-Data-Resources,7,2,0,0
2025-08-09,nasa/EMIT-Data-Resources,5,5,0,0
2025-08-10,nasa/EMIT-Data-Resources,12,9,0,0
2025-08-11,nasa/EMIT-Data-Resources,44,17,2,2
2025-08-12,nasa/EMIT-Data-Resources,180,32,2,2
2025-08-13,nasa/EMIT-Data-Resources,53,23,4,4
2025-08-14,nasa/EMIT-Data-Resources,40,17,1,1
2025-08-15,nasa/EMIT-Data-Resources,4,2,0,0
2025-08-09,nasa/GEDI-Data-Resources,57,7,1,1
2025-08-10,nasa/GEDI-Data-Resources,62,6,0,0
2025-08-11,nasa/GEDI-Data-Resources,80,17,1,1
2025-08-12,nasa/GEDI-Data-Resources,72,16,2,2
2025-08-13,nasa/GEDI-Data-Resources,57,10,2,2
2025-08-14,nasa/GEDI-Data-Resources,50,14,0,0
2025-08-15,nasa/GEDI-Data-Resources,7,2,0,0
2025-08-10,nasa/HLS-Data-Resources,19,3,0,0
2025-08-11,nasa/HLS-Data-Resources,26,13,1,1
2025-08-12,nasa/HLS-Data-Resources,30,16,2,2
2025-08-13,nasa/HLS-Data-Resources,45,19,2,2
2025-08-14,nasa/HLS-Data-Resources,38,18,1,1
2025-08-09,nasa/LPDAAC-Data-Resources,1,1,0,0
2025-08-10,nasa/LPDAAC-Data-Resources,21,3,1,1
2025-08-11,nasa/LPDAAC-Data-Resources,32,10,1,1
2025-08-12,nasa/LPDAAC-Data-Resources,43,18,7,3
2025-08-13,nasa/LPDAAC-Data-Resources,74,20,2,2
2025-08-14,nasa/LPDAAC-Data-Resources,12,8,1,1
2025-08-08,nasa/VITALS,24,8,1,1
2025-08-09,nasa/VITALS,13,5,0,0
2025-08-10,nasa/VITALS,20,7,0,0
2025-08-11,nasa/VITALS,58,15,2,1
2025-08-12,nasa/VITALS,51,14,4,4
2025-08-13,nasa/VITALS,50,9,3,3
2025-08-14,nasa/VITALS,23,7,1,1
2025-08-15,nasa/VITALS,3,2,0,0
2025-08-15,nasa/AppEEARS-Data-Resources,11,7,1,1
2025-08-16,nasa/AppEEARS-Data-Resources,15,5,1,1
2025-08-17,nasa/AppEEARS-Data-Resources,13,4,0,0
2025-08-18,nasa/AppEEARS-Data-Resources,20,11,1,1
2025-08-19,nasa/AppEEARS-Data-Resources,21,8,2,2
2025-08-20,nasa/AppEEARS-Data-Resources,3,2,2,2
2025-08-21,nasa/AppEEARS-Data-Resources,32,18,2,2
2025-08-16,nasa/ECOSTRESS-Data-Resources,6,1,1,1
2025-08-17,nasa/ECOSTRESS-Data-Resources,9,2,0,0
2025-08-18,nasa/ECOSTRESS-Data-Resources,39,12,1,1
2025-08-19,nasa/ECOSTRESS-Data-Resources,14,8,2,2
2025-08-20,nasa/ECOSTRESS-Data-Resources,22,7,1,1
2025-08-21,nasa/ECOSTRESS-Data-Resources,2,2,1,1
2025-08-16,nasa/EMIT-Data-Resources,14,7,2,2
2025-08-17,nasa/EMIT-Data-Resources,42,8,1,1
2025-08-18,nasa/EMIT-Data-Resources,37,15,4,3
2025-08-19,nasa/EMIT-Data-Resources,27,9,0,0
2025-08-20,nasa/EMIT-Data-Resources,12,8,2,2
2025-08-21,nasa/EMIT-Data-Resources,78,23,2,2
2025-08-22,nasa/EMIT-Data-Resources,1,1,0,0
2025-08-16,nasa/GEDI-Data-Resources,49,10,3,3
2025-08-17,nasa/GEDI-Data-Resources,60,7,2,1
2025-08-18,nasa/GEDI-Data-Resources,63,12,0,0
2025-08-19,nasa/GEDI-Data-Resources,28,4,0,0
2025-08-20,nasa/GEDI-Data-Resources,18,3,1,1
2025-08-21,nasa/GEDI-Data-Resources,56,13,3,3
2025-08-22,nasa/GEDI-Data-Resources,9,3,0,0
2025-08-15,nasa/HLS-Data-Resources,13,7,2,2
2025-08-16,nasa/HLS-Data-Resources,6,4,2,2
2025-08-17,nasa/HLS-Data-Resources,6,4,1,1
2025-08-18,nasa/HLS-Data-Resources,47,14,2,1
2025-08-19,nasa/HLS-Data-Resources,14,10,1,1
2025-08-20,nasa/HLS-Data-Resources,29,8,0,0
2025-08-21,nasa/HLS-Data-Resources,46,22,2,2
2025-08-15,nasa/LPDAAC-Data-Resources,53,10,1,1
2025-08-16,nasa/LPDAAC-Data-Resources,2,2,1,1
2025-08-17,nasa/LPDAAC-Data-Resources,7,5,2,2
2025-08-18,nasa/LPDAAC-Data-Resources,27,9,1,1
2025-08-19,nasa/LPDAAC-Data-Resources,23,12,1,1
2025-08-20,nasa/LPDAAC-Data-Resources,5,3,2,2
2025-08-21,nasa/LPDAAC-Data-Resources,43,23,1,1
2025-08-22,nasa/LPDAAC-Data-Resources,1,1,0,0
2025-08-16,nasa/VITALS,12,4,2,2
2025-08-17,nasa/VITALS,7,2,0,0
2025-08-18,nasa/VITALS,23,12,0,0
2025-08-19,nasa/VITALS,7,4,3,3
2025-08-20,nasa/VITALS,3,2,1,1
2025-08-21,nasa/VITALS,6,2,1,1
2025-08-22,nasa/VITALS,2,1,0,0
2025-08-22,nasa/AppEEARS-Data-Resources,5,5,0,0
2025-08-23,nasa/AppEEARS-Data-Resources,9,5,1,1
2025-08-24,nasa/AppEEARS-Data-Resources,16,4,1,1
2025-08-25,nasa/AppEEARS-Data-Resources,13,10,2,2
2025-08-26,nasa/AppEEARS-Data-Resources,16,10,4,3
2025-08-27,nasa/AppEEARS-Data-Resources,16,7,3,2
2025-08-28,nasa/AppEEARS-Data-Resources,12,8,0,0
2025-08-29,nasa/AppEEARS-Data-Resources,6,3,1,1
2025-08-30,nasa/AppEEARS-Data-Resources,6,5,1,1
2025-08-31,nasa/AppEEARS-Data-Resources,2,2,2,1
2025-09-01,nasa/AppEEARS-Data-Resources,5,4,2,2
2025-09-02,nasa/AppEEARS-Data-Resources,4,3,1,1
2025-09-03,nasa/AppEEARS-Data-Resources,14,6,8,6
2025-09-04,nasa/AppEEARS-Data-Resources,15,6,0,0
2025-09-05,nasa/AppEEARS-Data-Resources,1,1,1,1
2025-08-22,nasa/ECOSTRESS-Data-Resources,5,2,0,0
2025-08-23,nasa/ECOSTRESS-Data-Resources,8,3,2,2
2025-08-24,nasa/ECOSTRESS-Data-Resources,11,2,1,1
2025-08-25,nasa/ECOSTRESS-Data-Resources,10,3,2,2
2025-08-26,nasa/ECOSTRESS-Data-Resources,24,11,3,3
2025-08-27,nasa/ECOSTRESS-Data-Resources,37,12,3,2
2025-08-28,nasa/ECOSTRESS-Data-Resources,21,15,1,1
2025-08-29,nasa/ECOSTRESS-Data-Resources,23,9,1,1
2025-08-30,nasa/ECOSTRESS-Data-Resources,8,2,1,1
2025-08-31,nasa/ECOSTRESS-Data-Resources,3,3,3,2
2025-09-01,nasa/ECOSTRESS-Data-Resources,10,5,1,1
2025-09-02,nasa/ECOSTRESS-Data-Resources,13,4,2,2
2025-09-03,nasa/ECOSTRESS-Data-Resources,21,6,4,3
2025-09-04,nasa/ECOSTRESS-Data-Resources,34,7,2,2
2025-09-05,nasa/ECOSTRESS-Data-Resources,14,4,1,1
2025-08-23,nasa/EMIT-Data-Resources,8,3,1,1
2025-08-24,nasa/EMIT-Data-Resources,21,6,1,1
2025-08-25,nasa/EMIT-Data-Resources,74,26,7,7
2025-08-26,nasa/EMIT-Data-Resources,37,14,3,2
2025-08-27,nasa/EMIT-Data-Resources,74,18,6,5
2025-08-28,nasa/EMIT-Data-Resources,29,12,2,1
2025-08-29,nasa/EMIT-Data-Resources,32,7,1,1
2025-08-30,nasa/EMIT-Data-Resources,3,3,1,1
2025-08-31,nasa/EMIT-Data-Resources,10,3,3,2
2025-09-01,nasa/EMIT-Data-Resources,17,9,1,1
2025-09-02,nasa/EMIT-Data-Resources,72,16,151,4
2025-09-03,nasa/EMIT-Data-Resources,63,16,6,4
2025-09-04,nasa/EMIT-Data-Resources,37,16,2,1
2025-09-05,nasa/EMIT-Data-Resources,18,7,1,1
2025-08-23,nasa/GEDI-Data-Resources,38,5,0,0
2025-08-24,nasa/GEDI-Data-Resources,28,1,2,2
2025-08-25,nasa/GEDI-Data-Resources,60,13,3,3
2025-08-26,nasa/GEDI-Data-Resources,54,10,3,2
2025-08-27,nasa/GEDI-Data-Resources,65,13,3,2
2025-08-28,nasa/GEDI-Data-Resources,60,15,0,0
2025-08-29,nasa/GEDI-Data-Resources,51,9,2,2
2025-08-30,nasa/GEDI-Data-Resources,38,4,1,1
2025-08-31,nasa/GEDI-Data-Resources,57,7,3,2
2025-09-01,nasa/GEDI-Data-Resources,43,7,2,2
2025-09-02,nasa/GEDI-Data-Resources,59,10,2,2
2025-09-03,nasa/GEDI-Data-Resources,60,12,5,4
2025-09-04,nasa/GEDI-Data-Resources,50,7,0,0
2025-09-05,nasa/GEDI-Data-Resources,18,4,2,2
2025-08-22,nasa/HLS-Data-Resources,12,2,0,0
2025-08-23,nasa/HLS-Data-Resources,18,7,2,2
2025-08-24,nasa/HLS-Data-Resources,9,3,2,2
2025-08-25,nasa/HLS-Data-Resources,59,16,7,7
2025-08-26,nasa/HLS-Data-Resources,55,14,3,2
2025-08-27,nasa/HLS-Data-Resources,43,12,4,3
2025-08-28,nasa/HLS-Data-Resources,26,13,0,0
2025-08-29,nasa/HLS-Data-Resources,43,17,1,1
2025-08-30,nasa/HLS-Data-Resources,17,7,1,1
2025-08-31,nasa/HLS-Data-Resources,1,1,2,1
